timestamp,run_id,runtime_seconds,gladiator,arena,accuracy,best_mae,final_mae,architecture,loss_function,hidden_activation,output_activation,weight_initializer,normalization_scheme,learning_rate,epoch_count,convergence_condition,problem_type,sample_count,target_min,target_max,target_min_label,target_max_label,target_mean,target_stdev,notes,rerun_config,seed
2025-06-11T17:55:28.285499,1,0.267877,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T17:55:29.653558,2,0.275227,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T17:57:35.547037,1,0.265991,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T17:57:36.945147,2,0.301403,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T17:57:53.211190,1,0.265665,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T17:57:54.293778,2,0.041035,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:09:11.520551,2,0.041231,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:10:27.866359,1,0.260324,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:10:28.964668,2,0.043682,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:10:41.216949,1,0.266353,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:10:42.321923,2,0.040819,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T20:11:16.410409,1,0.26136,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
